placekey,parent_placekey,location_name,street_address,city,region,postal_code,iso_country_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_home_aggregation,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type
222-222@5z4-vrr-ghq,,Teriyakiya,10650 1/2 Balboa Blvd,Granada Hills,CA,91344,US,,,2021-01-04T00:00:00-08:00,2021-01-11T00:00:00-08:00,21,21,"[3,2,7,4,1,4,0]","[0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",060371114003,"{""060371112023"":4,""060371341042"":4,""060371043201"":4}","{""06037104320"":4,""06037111400"":4,""06037106642"":4,""06037535607"":4}","{""060371197001"":4,""060379010043"":4,""060371221223"":4}","{""US"":19}",4370,9.0,"{""<5"":2,""5-10"":10,""11-20"":4,""21-60"":2,""61-120"":1,""121-240"":1,"">240"":1}","{""Ross Stores"":10,""76"":10,""Costco"":10,""Chevron"":5,""Jamba"":5,""The Home Depot"":5,""Kohl's"":5,""Wienerschnitzel"":5,""Robeks"":5}","{""Target"":19,""The Home Depot"":19,""Costco"":19,""Starbucks"":14,""76"":14,""Little Caesars"":10,""Chevron"":10,""Ross Stores"":10,""Food 4 Less"":10,""Jack in the Box"":10,""Ralphs"":10,""Panda Express"":10,""CVS"":10,""In-N-Out Burger"":10,""Subway"":10,""Petco"":5,""IHOP"":5,""Johnstone Supply"":5,""Jamba"":5,""Goodwill Industries"":5}","{""android"":9,""ios"":9}"
225-222@5vg-3xz-h89,,The Oxbow School,530 Third St,Napa,CA,94559,US,,,2021-01-04T00:00:00-08:00,2021-01-11T00:00:00-08:00,1,1,"[0,0,0,1,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",060552004003,{},{},{},,,9.0,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}"
223-222@5px-nfq-mrk,,Dairy Queen,1159 E Virginia St,Evansville,IN,47711,US,SG_BRAND_d6fdfe0213b3ad6f7bec024ed7719b7e,Dairy Queen,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,86,77,"[18,17,16,10,11,9,5]","[0,0,0,0,0,0,0,0,1,2,1,1,4,1,2,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,1,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,1,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0]",181630021003,"{""211010206021"":7,""210319302001"":5,""181630015001"":4,""211079702001"":4,""181630025001"":4,""181630001003"":4,""181630023002"":4,""181630106002"":4,""181630021003"":4,""211779603001"":4,""181630008001"":4,""212270108012"":4,""181630003003"":4,""181630006002"":4,""181630013002"":4,""181630102033"":4,""181730307041"":4,""181630010001"":4,""181630035003"":4}","{""18163002500"":5,""18163000300"":5,""18163003803"":5,""18163001000"":4,""18173030704"":4,""21111011505"":4,""18173030703"":4,""21107970200"":4,""18163000201"":4,""21101020602"":4,""18163003804"":4,""18163002100"":4,""18163003500"":4,""37019020305"":4,""18051050300"":4,""21059001300"":4,""18163001500"":4}","{""180379534001"":5,""181630107003"":5,""181630010001"":4,""181630107001"":4,""181630023002"":4,""211010206021"":4,""181630017002"":4,""181630003002"":4,""211110116031"":4,""181630021003"":4,""181630002021"":4,""210319303003"":4,""211079702001"":4,""211110115051"":4,""181630029001"":4,""181630025002"":4,""181630023001"":4,""181630104044"":4,""181630038042"":4,""181630015002"":4,""181630008001"":4,""181630021001"":4}","{""US"":70}",4556,10.0,"{""<5"":3,""5-10"":43,""11-20"":19,""21-60"":14,""61-120"":1,""121-240"":4,"">240"":2}","{""Walmart"":7,""Marathon"":7,""McDonald's"":6,""Dollar General"":5,""Chuckles"":4,""Hucks"":4,""Thorntons"":4,""Marshalls"":4,""Sonic"":2,""Schnucks"":2,""Olive Garden"":2,""Goodwill Industries"":2,""Ross Stores"":2,""Lowe's"":2,""KFC"":2,""Starbucks"":2,""Barnes and Noble College"":2,""Zaxby's"":2,""United States Postal Service (USPS)"":2,""ProSource Wholesale Flooring"":2}","{""Marathon"":36,""Walmart"":31,""McDonald's"":29,""Dollar General"":25,""Thorntons"":21,""Chuckles"":16,""Casey's General Stores"":13,""Sonic"":12,""Schnucks"":12,""Hucks"":12,""Subway"":12,""CVS"":10,""Lowe's"":9,""Rally's Drive-In Restaurants"":9,""Sam's Club"":9,""Family Dollar Stores"":9,""Target"":8,""Ross Stores"":8,""Burger King"":8,""Dollar Tree"":8}","{""android"":44,""ios"":30}"
zzw-223@8gn-kc9-5mk,zzw-225@8gn-kc9-5mk,Circle K,101 N Gilmer Ave,Lanett,AL,36863,US,SG_BRAND_4cbffa4318cebdb09227afca3fe16846,Circle K,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,55,50,"[10,9,13,7,5,7,4]","[0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0]",010179545002,"{""010179542001"":7,""010179545001"":5,""010179545002"":4,""010810421022"":4,""132859605022"":4,""010179547002"":4,""010179539002"":4,""132859601001"":4,""010179539004"":4,""011110006001"":4,""010179543002"":4,""010810418002"":4}","{""01017954500"":9,""01017954200"":9,""01017953900"":7,""01017954700"":6,""01017954300"":5,""01017954400"":4,""13145120198"":4,""13285960202"":4}","{""010179544001"":6,""132859605013"":5,""010179545002"":5,""010179545001"":5,""010810418002"":4,""132859602021"":4,""131210105102"":4,""010179539002"":4,""011239626002"":4,""010179547002"":4,""010179542001"":4}","{""US"":47}",6419,6.0,"{""<5"":6,""5-10"":39,""11-20"":5,""21-60"":2,""61-120"":3,""121-240"":0,"">240"":0}","{""Circle K Gas"":100,""Kroger"":20,""Walmart"":18,""McDonald's"":11,""Popeyes Louisiana Kitchen"":9,""Dollar General"":9,""Family Dollar Stores"":9,""Piggly Wiggly"":7,""Wendy's"":7,""CVS"":7,""Marathon"":7,""Exxon Mobil"":7,""Murphy USA"":5,""CenterState Bank"":5,""Burger King"":5,""Tractor Supply Co."":5,""Dodge"":4,""Jack's Family Restaurants"":4,""Chrysler"":4,""VP Racing Fuels"":4}","{""Circle K Gas"":100,""Walmart"":58,""Kroger"":38,""McDonald's"":28,""Dollar General"":26,""Marathon"":26,""Piggly Wiggly"":20,""Burger King"":18,""CVS"":18,""Exxon Mobil"":18,""Family Dollar Stores"":18,""Shell Oil"":16,""Wendy's"":14,""Waffle House"":14,""Popeyes Louisiana Kitchen"":12,""Kroger Fuel Center"":12,""Tractor Supply Co."":12,""Chevron"":10,""RaceWay"":10,""Krispy Krunchy Chicken"":10}","{""android"":23,""ios"":26}"
226-222@63f-wwh-vfz,,Rescue Mission,410 4th St SE,Roanoke,VA,24013,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,17,7,"[1,5,4,4,2,1,0]","[0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",517700026001,"{""511610302032"":4,""511610310003"":4}","{""51161030300"":4}","{""517700010002"":4}","{""US"":4}",8802,142.0,"{""<5"":0,""5-10"":2,""11-20"":0,""21-60"":2,""61-120"":4,""121-240"":3,"">240"":6}","{""Walmart"":19,""Wendy's"":13,""McDonald's"":13,""Sheetz"":6,""Chick-fil-A"":6,""Food Lion"":6,""Dollar Tree"":6}","{""Walmart"":57,""Wendy's"":29,""Sheetz"":29,""Belk"":14,""Jimmy John's"":14,""Ramada"":14,""Olive Garden"":14,""The Men's Wearhouse"":14,""Kroger"":14,""Hobby Lobby Stores"":14,""Starbucks"":14,""Kroger Fuel Center"":14,""Chick-fil-A"":14,""McDonald's"":14,""CVS"":14,""Food Lion"":14,""Dollar Tree"":14}","{""android"":4,""ios"":0}"
zzy-222@5s5-rs5-s3q,,Mosherville Cemetery,Mosherville Cemetery,Jonesville,MI,49250,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,2,2,"[1,0,0,1,0,0,0]","[0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",260590502001,"{""260750064022"":4}","{""26075006402"":4}","{""260750064022"":4}",{},,8.0,"{""<5"":0,""5-10"":2,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":4,""ios"":0}"
225-229@5s8-cf3-94v,,Matt Osendorf Ameriprise Financial Services,10159 Wayzata Blvd Ste 200,Minnetonka,MN,55305,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,1,1,"[1,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",270530264021,{},{},{},{},,44.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}"
zzw-222@5pk-dyq-c3q,,Iuka United Methodist Church,510 Camp St,Iuka,IL,62849,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,1,1,"[0,0,0,0,0,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",171219522001,{},{},{},,,14.0,"{""<5"":0,""5-10"":0,""11-20"":1,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}"
zzw-228@8g6-z5s-zvf,zzw-227@8g6-z5s-zvf,Moe's Southwest Grill,1998 W Spring St,Monroe,GA,30655,US,SG_BRAND_f42806be078e8ad6edf966cbbf372579,Moe's Southwest Grill,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,169,150,"[27,22,34,26,26,27,7]","[0,0,0,0,0,0,0,0,1,0,0,2,8,3,2,3,0,2,2,3,0,1,0,0,0,0,0,0,0,0,0,1,3,2,0,3,4,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,7,4,2,0,2,3,1,4,1,1,1,0,0,0,0,0,1,0,1,2,1,2,0,1,4,3,1,2,2,3,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,3,1,2,0,1,3,7,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,1,5,2,3,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,0,0,0,0]",132971104002,"{""132971106011"":13,""132971107002"":9,""132971102002"":8,""132971106022"":8,""132971107004"":7,""132971106012"":6,""132971105031"":6,""131339504001"":5,""132971106021"":5,""132971103002"":4,""132110101001"":4,""482014126002"":4,""132171003002"":4,""132190306001"":4,""132470603093"":4,""132971101003"":4,""132971107003"":4,""131350507131"":4,""132971106031"":4,""130131803022"":4,""132971108004"":4,""130591504001"":4,""131350507262"":4,""132971101001"":4,""132971102001"":4,""132971104001"":4,""132971103001"":4,""131390009003"":4,""132171009012"":4,""132971104002"":4}","{""13297110601"":23,""13297110700"":16,""13297110602"":15,""13297110200"":14,""13297110300"":7,""13211010100"":6,""13297110400"":6,""12075970200"":5,""13297110100"":5,""13133950400"":4,""13059130700"":4,""13217100100"":4,""13297110507"":4,""13135050713"":4,""13097080403"":4,""13297110508"":4,""13013180302"":4,""13135050726"":4,""13297110506"":4,""13217100901"":4}","{""132971104002"":11,""132971106011"":9,""132971107002"":7,""132971106012"":6,""132971102002"":6,""132971106021"":5,""132971102001"":5,""132171007002"":5,""132971106022"":5,""132971104001"":5,""132470603053"":4,""132971103001"":4,""131171306033"":4,""132110101001"":4,""131350507262"":4,""132971107003"":4,""132171001003"":4,""132171002021"":4,""131210120001"":4,""130890234261"":4,""132971105072"":4,""132971105031"":4,""132971105041"":4,""130131803022"":4,""130131802053"":4,""132171009012"":4,""132971107004"":4,""132971103002"":4}","{""US"":146}",10252,11.0,"{""<5"":7,""5-10"":74,""11-20"":34,""21-60"":34,""61-120"":7,""121-240"":4,"">240"":9}","{""Chick-fil-A"":14,""Walmart"":13,""Chevron"":4,""Murphy USA"":4,""Taco Bell"":4,""Dollar General"":3,""Zaxby's"":3,""Panera Bread"":3,""Waffle House"":3,""Little Caesars"":2,""Chili's Grill & Bar"":2,""Papa John's"":2,""QuikTrip"":2,""Monroe"":2,""Marathon"":2,""Dunkin'"":2,""Target"":2,""The Home Depot"":2,""Hobby Lobby Stores"":2,""Wendy's"":2}","{""Walmart"":45,""Chick-fil-A"":42,""Marathon"":19,""Dollar General"":17,""Zaxby's"":17,""Dunkin'"":17,""Shell Oil"":16,""Monroe"":15,""Taco Bell"":14,""McDonald's"":14,""QuikTrip"":13,""Waffle House"":13,""Murphy USA"":13,""Wendy's"":11,""Panera Bread"":11,""Chevron"":10,""T.J. Maxx"":10,""Target"":9,""RaceTrac"":9,""Kroger"":9}","{""android"":38,""ios"":111}"
zzw-222@5s8-3z9-87q,,ProVision Partners Cooperative,2327 W Veterans Pkwy,Marshfield,WI,54449,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,2,1,"[0,0,0,0,0,0,2]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0]",550730021005,{},{},{},{},,101.5,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":1,""61-120"":0,""121-240"":1,"">240"":0}",{},{},"{""android"":4,""ios"":0}"
225-222@63r-bhh-py9,,You Salon,4785 Dorsey Hall Dr Ste 118,Ellicott City,MD,21042,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,1,1,"[0,0,0,1,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",240276023062,{},{},{},"{""US"":4}",,10.0,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}"
zzw-223@5pb-m34-pd9,,Bokoo Bikes,550 Lake Dr,Chanhassen,MN,55317,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,25,25,"[1,7,2,1,10,2,2]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0]",270190907012,"{""270531052012"":4,""270190908002"":4,""270190904022"":4,""380170005022"":4,""270190907013"":4,""270190904011"":4}","{""27019090602"":4,""27019091000"":4,""27019090800"":4,""27019090502"":4,""27019090701"":4,""27019091202"":4}","{""270190906022"":4,""270190905021"":4,""270530275013"":4,""270190907011"":4,""270190907013"":4}","{""US"":24}",6563,15.0,"{""<5"":1,""5-10"":8,""11-20"":5,""21-60"":6,""61-120"":3,""121-240"":1,"">240"":1}","{""Caribou Coffee"":12,""Davanni's"":8,""Speedway"":8,""Holiday Station"":8,""Shell Oil"":8,""Target"":4,""Planet Fitness"":4,""Total Wine & More"":4,""Goodwill Industries"":4,""ALDI"":4,""Spencer's"":4,""The Home Depot"":4,""PetSmart"":4,""Starbucks"":4,""Redstone"":4,""Orangetheory Fitness"":4,""Chick-fil-A"":4,""Walgreens"":4,""Raising Cane's"":4,""Von Hanson's"":4}","{""Target"":32,""Holiday Station"":24,""Walgreens"":20,""Total Wine & More"":16,""Spencer's"":16,""Caribou Coffee"":16,""Culver's"":16,""McDonald's"":16,""Cub Foods"":16,""Lifetime Fitness"":12,""Subway"":12,""Planet Fitness"":8,""Davanni's"":8,""Goodwill Industries"":8,""Taco Bell"":8,""The Home Depot"":8,""Speedway"":8,""Wendy's"":8,""Kohl's"":8,""Burger King"":8}","{""android"":11,""ios"":18}"
228-222@8dx-9d3-fzz,,Alpine Christian School,7215 Shreveport Hwy,Pineville,LA,71360,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,18,12,"[0,3,3,3,2,0,7]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0]",220790104001,"{""220430204014"":4,""220430204015"":4,""220430204021"":4,""220790137002"":4}","{""22043020401"":4,""22079011300"":4}","{""220430204014"":4,""220790115004"":4,""220790137002"":4}","{""US"":10}",10664,27.0,"{""<5"":0,""5-10"":3,""11-20"":4,""21-60"":6,""61-120"":3,""121-240"":0,"">240"":2}","{""Walmart"":24,""Chevron"":12,""McDonald's"":12,""Sonic"":6,""Lowe's"":6,""Dollar General"":6,""Sally Beauty Supply"":6}","{""Walmart"":58,""McDonald's"":42,""Chevron"":33,""Chick-fil-A"":25,""IHOP"":17,""Kroger"":17,""Popeyes Louisiana Kitchen"":17,""Dollar General"":17,""Applebee's"":17,""Tractor Supply Co."":17,""Shell Oil"":17,""Petco"":8,""Sonic"":8,""Chili's Grill & Bar"":8,""Target"":8,""Casey's General Stores"":8,""Taco Bueno"":8,""Lowe's"":8,""The Salvation Army"":8,""KFC"":8}","{""android"":0,""ios"":10}"
222-222@5pq-v7t-w6k,,Centertown Baptist Church,2305 Route NN,Centertown,MO,65023,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,1,1,"[0,1,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",290510206001,"{""291353851002"":4}",{},{},{},,46.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}"
zzy-222@5r5-xd9-gtv,,Coffey County Fire District 1 Station 7,214 Pearson Ave,Waverly,KS,66871,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,11,9,"[1,1,4,2,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]",200319661001,"{""200319661001"":8,""200219586005"":4}","{""20031966100"":5,""20059954500"":4}","{""200319661001"":4,""200599545003"":4,""200219586005"":4}","{""US"":9}",7660,10.0,"{""<5"":1,""5-10"":6,""11-20"":0,""21-60"":3,""61-120"":0,""121-240"":1,"">240"":0}","{""Casey's General Stores"":30,""Taco Bell"":10,""International Trucks"":10,""Dollar General"":10,""Whole Foods Market"":10,""Dairy Queen"":10,""Phillips 66"":10,""Sam's Club"":10}","{""Walmart"":56,""Sonic"":33,""Phillips 66"":33,""Casey's General Stores"":22,""ALDI"":22,""Dollar General"":22,""McDonald's"":22,""Sam's Club"":22,""Shell Oil"":22,""Target"":11,""Quick Lane"":11,""BP"":11,""Freddy's Frozen Custard"":11,""Murphy USA"":11,""Taco Bell"":11,""Lowe's"":11,""International Trucks"":11,""The Home Depot"":11,""Hobby Lobby Stores"":11,""Bass Pro Shops"":11}","{""android"":5,""ios"":0}"
